Document # 	 Predicted Label 	 Actual Label
	1		 | 		pos		 | 		pos
	5306		 | 		pos		 | 		pos
	5307		 | 		neg		 | 		pos
	5308		 | 		pos		 | 		pos
	5309		 | 		pos		 | 		pos
	5310		 | 		pos		 | 		pos
	5311		 | 		pos		 | 		pos
	5312		 | 		pos		 | 		pos
	5313		 | 		pos		 | 		pos
	5314		 | 		pos		 | 		pos
	5315		 | 		pos		 | 		pos
	5316		 | 		pos		 | 		pos
	5317		 | 		pos		 | 		pos
	5318		 | 		pos		 | 		pos
	5319		 | 		pos		 | 		pos
	5320		 | 		neg		 | 		pos
	5321		 | 		pos		 | 		pos
	5322		 | 		pos		 | 		pos
	5323		 | 		pos		 | 		pos
	5324		 | 		pos		 | 		pos
	5325		 | 		pos		 | 		pos
	5326		 | 		neg		 | 		pos
	5327		 | 		pos		 | 		pos
	5328		 | 		pos		 | 		pos
	5329		 | 		pos		 | 		pos
	5330		 | 		pos		 | 		pos
	5331		 | 		pos		 | 		pos
	5332		 | 		pos		 | 		pos
	5333		 | 		pos		 | 		pos
	5334		 | 		pos		 | 		pos
	5335		 | 		pos		 | 		pos
	5336		 | 		pos		 | 		pos
	5337		 | 		pos		 | 		pos
	5338		 | 		pos		 | 		pos
	5339		 | 		pos		 | 		pos
	5340		 | 		pos		 | 		pos
	5341		 | 		pos		 | 		pos
	5342		 | 		pos		 | 		pos
	5343		 | 		pos		 | 		pos
	5344		 | 		neg		 | 		pos
	5345		 | 		pos		 | 		pos
	5346		 | 		pos		 | 		pos
	5347		 | 		pos		 | 		pos
	5348		 | 		pos		 | 		pos
	5349		 | 		pos		 | 		pos
	5350		 | 		pos		 | 		pos
	5351		 | 		pos		 | 		pos
	5352		 | 		pos		 | 		pos
	5353		 | 		neg		 | 		pos
	5354		 | 		pos		 | 		pos
	5355		 | 		pos		 | 		pos
	5356		 | 		pos		 | 		pos
	5357		 | 		pos		 | 		pos
	5358		 | 		neg		 | 		pos
	5359		 | 		neg		 | 		pos
	5360		 | 		pos		 | 		pos
	5361		 | 		pos		 | 		pos
	5362		 | 		pos		 | 		pos
	5363		 | 		pos		 | 		pos
	5364		 | 		pos		 | 		pos
	5365		 | 		pos		 | 		pos
	5366		 | 		pos		 | 		pos
	5367		 | 		pos		 | 		pos
	5368		 | 		pos		 | 		pos
	5369		 | 		pos		 | 		pos
	5370		 | 		pos		 | 		pos
	5371		 | 		pos		 | 		pos
	5372		 | 		pos		 | 		pos
	5373		 | 		pos		 | 		pos
	5374		 | 		pos		 | 		pos
	5375		 | 		pos		 | 		pos
	5376		 | 		neg		 | 		pos
	5377		 | 		neg		 | 		pos
	5378		 | 		pos		 | 		pos
	5379		 | 		pos		 | 		pos
	5380		 | 		pos		 | 		pos
	5381		 | 		neg		 | 		pos
	5382		 | 		neg		 | 		pos
	5383		 | 		pos		 | 		pos
	5384		 | 		neg		 | 		pos
	5385		 | 		neg		 | 		pos
	5386		 | 		neg		 | 		pos
	5387		 | 		neg		 | 		pos
	5388		 | 		pos		 | 		pos
	5389		 | 		pos		 | 		pos
	5390		 | 		pos		 | 		pos
	5391		 | 		pos		 | 		pos
	5392		 | 		pos		 | 		pos
	5393		 | 		neg		 | 		pos
	5394		 | 		pos		 | 		pos
	5395		 | 		pos		 | 		pos
	5396		 | 		pos		 | 		pos
	5397		 | 		pos		 | 		pos
	5398		 | 		pos		 | 		pos
	5399		 | 		pos		 | 		pos
	5400		 | 		neg		 | 		pos
	5401		 | 		pos		 | 		pos
	5402		 | 		neg		 | 		pos
	5403		 | 		pos		 | 		pos
	5404		 | 		pos		 | 		pos
	5405		 | 		pos		 | 		pos
	5406		 | 		pos		 | 		pos
	5407		 | 		pos		 | 		pos
	5408		 | 		neg		 | 		pos
	5409		 | 		pos		 | 		pos
	5410		 | 		pos		 | 		pos
	5411		 | 		pos		 | 		pos
	5412		 | 		pos		 | 		pos
	5413		 | 		neg		 | 		pos
	5414		 | 		pos		 | 		pos
	5415		 | 		pos		 | 		pos
	5416		 | 		pos		 | 		pos
	5417		 | 		neg		 | 		pos
	5418		 | 		pos		 | 		pos
	5419		 | 		pos		 | 		pos
	5420		 | 		neg		 | 		pos
	5421		 | 		pos		 | 		pos
	5422		 | 		neg		 | 		pos
	5423		 | 		neg		 | 		pos
	5424		 | 		pos		 | 		pos
	5425		 | 		pos		 | 		pos
	5426		 | 		pos		 | 		pos
	5427		 | 		pos		 | 		pos
	5428		 | 		pos		 | 		pos
	5429		 | 		pos		 | 		pos
	5430		 | 		neg		 | 		pos
	5431		 | 		pos		 | 		pos
	5432		 | 		pos		 | 		pos
	5433		 | 		pos		 | 		pos
	5434		 | 		pos		 | 		pos
	5435		 | 		pos		 | 		pos
	5436		 | 		pos		 | 		pos
	5437		 | 		neg		 | 		pos
	5438		 | 		neg		 | 		pos
	5439		 | 		pos		 | 		pos
	5440		 | 		pos		 | 		pos
	5441		 | 		neg		 | 		pos
	5442		 | 		pos		 | 		pos
	5443		 | 		pos		 | 		pos
	5444		 | 		pos		 | 		pos
	5445		 | 		neg		 | 		pos
	5446		 | 		pos		 | 		pos
	5447		 | 		pos		 | 		pos
	5448		 | 		neg		 | 		pos
	5449		 | 		pos		 | 		pos
	5450		 | 		pos		 | 		pos
	5451		 | 		pos		 | 		pos
	5452		 | 		pos		 | 		pos
	5453		 | 		pos		 | 		pos
	5454		 | 		neg		 | 		pos
	5455		 | 		pos		 | 		pos
	5456		 | 		pos		 | 		pos
	5457		 | 		pos		 | 		pos
	5458		 | 		pos		 | 		pos
	5459		 | 		pos		 | 		pos
	5460		 | 		pos		 | 		pos
	5461		 | 		pos		 | 		pos
	5462		 | 		pos		 | 		pos
	5463		 | 		neg		 | 		pos
	5464		 | 		neg		 | 		pos
	5465		 | 		neg		 | 		pos
	5466		 | 		neg		 | 		pos
	5467		 | 		neg		 | 		pos
	5468		 | 		pos		 | 		pos
	5469		 | 		pos		 | 		pos
	5470		 | 		neg		 | 		pos
	5471		 | 		pos		 | 		pos
	5472		 | 		neg		 | 		pos
	5473		 | 		pos		 | 		pos
	5474		 | 		pos		 | 		pos
	5475		 | 		pos		 | 		pos
	5476		 | 		neg		 | 		pos
	5477		 | 		pos		 | 		pos
	5478		 | 		pos		 | 		pos
	5479		 | 		pos		 | 		pos
	5480		 | 		pos		 | 		pos
	5481		 | 		pos		 | 		pos
	5482		 | 		pos		 | 		pos
	5483		 | 		pos		 | 		pos
	5484		 | 		pos		 | 		pos
	5485		 | 		pos		 | 		pos
	5486		 | 		pos		 | 		pos
	5487		 | 		neg		 | 		pos
	5488		 | 		pos		 | 		pos
	5489		 | 		pos		 | 		pos
	5490		 | 		pos		 | 		pos
	5491		 | 		pos		 | 		pos
	5492		 | 		pos		 | 		pos
	5493		 | 		neg		 | 		pos
	5494		 | 		neg		 | 		pos
	5495		 | 		pos		 | 		pos
	5496		 | 		pos		 | 		pos
	5497		 | 		pos		 | 		pos
	5498		 | 		pos		 | 		pos
	5499		 | 		pos		 | 		pos
	5500		 | 		neg		 | 		pos
	5501		 | 		pos		 | 		pos
	5502		 | 		neg		 | 		pos
	5503		 | 		pos		 | 		pos
	5504		 | 		pos		 | 		pos
	5505		 | 		pos		 | 		pos
	5506		 | 		pos		 | 		pos
	5507		 | 		pos		 | 		pos
	5508		 | 		neg		 | 		pos
	5509		 | 		pos		 | 		pos
	5510		 | 		pos		 | 		pos
	5511		 | 		pos		 | 		pos
	5512		 | 		pos		 | 		pos
	5513		 | 		neg		 | 		pos
	5514		 | 		pos		 | 		pos
	5515		 | 		pos		 | 		pos
	5516		 | 		pos		 | 		pos
	5517		 | 		pos		 | 		pos
	5518		 | 		pos		 | 		pos
	5519		 | 		pos		 | 		pos
	5520		 | 		pos		 | 		pos
	5521		 | 		pos		 | 		pos
	5522		 | 		pos		 | 		pos
	5523		 | 		neg		 | 		pos
	5524		 | 		pos		 | 		pos
	5525		 | 		pos		 | 		pos
	5526		 | 		neg		 | 		pos
	5527		 | 		neg		 | 		pos
	5528		 | 		pos		 | 		pos
	5529		 | 		pos		 | 		pos
	5530		 | 		pos		 | 		pos
	5531		 | 		pos		 | 		pos
	5532		 | 		neg		 | 		pos
	5533		 | 		neg		 | 		pos
	5534		 | 		pos		 | 		pos
	5535		 | 		neg		 | 		pos
	5536		 | 		pos		 | 		pos
	5537		 | 		neg		 | 		pos
	5538		 | 		pos		 | 		pos
	5539		 | 		pos		 | 		pos
	5540		 | 		neg		 | 		pos
	5541		 | 		neg		 | 		pos
	5542		 | 		pos		 | 		pos
	5543		 | 		neg		 | 		pos
	5544		 | 		pos		 | 		pos
	5545		 | 		pos		 | 		pos
	5546		 | 		pos		 | 		pos
	5547		 | 		pos		 | 		pos
	5548		 | 		pos		 | 		pos
	5549		 | 		pos		 | 		pos
	5550		 | 		pos		 | 		pos
	5551		 | 		neg		 | 		pos
	5552		 | 		pos		 | 		pos
	5553		 | 		pos		 | 		pos
	5554		 | 		pos		 | 		pos
	5555		 | 		pos		 | 		pos
	5556		 | 		pos		 | 		pos
	5557		 | 		pos		 | 		pos
	5558		 | 		pos		 | 		pos
	5559		 | 		neg		 | 		pos
	5560		 | 		pos		 | 		pos
	5561		 | 		pos		 | 		pos
	5562		 | 		pos		 | 		pos
	5563		 | 		neg		 | 		pos
	5564		 | 		pos		 | 		pos
	5565		 | 		neg		 | 		pos
	5566		 | 		pos		 | 		pos
	5567		 | 		pos		 | 		pos
	5568		 | 		pos		 | 		pos
	5569		 | 		pos		 | 		pos
	5570		 | 		pos		 | 		pos
	5571		 | 		pos		 | 		pos
	5572		 | 		pos		 | 		pos
	5573		 | 		pos		 | 		pos
	5574		 | 		pos		 | 		pos
	5575		 | 		pos		 | 		pos
	5576		 | 		pos		 | 		pos
	5577		 | 		pos		 | 		pos
	5578		 | 		neg		 | 		pos
	5579		 | 		neg		 | 		pos
	5580		 | 		pos		 | 		pos
	5581		 | 		neg		 | 		pos
	5582		 | 		pos		 | 		pos
	5583		 | 		pos		 | 		pos
	5584		 | 		neg		 | 		pos
	5585		 | 		neg		 | 		pos
	5586		 | 		pos		 | 		pos
	5587		 | 		neg		 | 		pos
	5588		 | 		pos		 | 		pos
	5589		 | 		pos		 | 		pos
	5590		 | 		pos		 | 		pos
	5591		 | 		pos		 | 		pos
	5592		 | 		pos		 | 		pos
	5593		 | 		pos		 | 		pos
	5594		 | 		pos		 | 		pos
	5595		 | 		pos		 | 		pos
	5596		 | 		neg		 | 		pos
	5597		 | 		pos		 | 		pos
	5598		 | 		pos		 | 		pos
	5599		 | 		neg		 | 		pos
	5600		 | 		pos		 | 		pos
	5601		 | 		pos		 | 		pos
	5602		 | 		pos		 | 		pos
	5603		 | 		pos		 | 		pos
	5604		 | 		pos		 | 		pos
	5605		 | 		neg		 | 		pos
	5606		 | 		pos		 | 		pos
	5607		 | 		neg		 | 		pos
	5608		 | 		pos		 | 		pos
	5609		 | 		pos		 | 		pos
	5610		 | 		pos		 | 		pos
	5611		 | 		pos		 | 		pos
	5612		 | 		pos		 | 		pos
	5613		 | 		pos		 | 		pos
	5614		 | 		pos		 | 		pos
	5615		 | 		pos		 | 		pos
	5616		 | 		pos		 | 		pos
	5617		 | 		pos		 | 		pos
	5618		 | 		pos		 | 		pos
	5619		 | 		pos		 | 		pos
	5620		 | 		pos		 | 		pos
	5621		 | 		neg		 | 		pos
	5622		 | 		neg		 | 		pos
	5623		 | 		neg		 | 		pos
	5624		 | 		pos		 | 		pos
	5625		 | 		pos		 | 		pos
	5626		 | 		pos		 | 		pos
	5627		 | 		neg		 | 		pos
	5628		 | 		pos		 | 		pos
	5629		 | 		pos		 | 		pos
	5630		 | 		pos		 | 		pos
	5631		 | 		pos		 | 		pos
	5632		 | 		pos		 | 		pos
	5633		 | 		neg		 | 		pos
	5634		 | 		pos		 | 		pos
	5635		 | 		pos		 | 		pos
	5636		 | 		pos		 | 		pos
	5637		 | 		neg		 | 		pos
	5638		 | 		pos		 | 		pos
	5639		 | 		pos		 | 		pos
	5640		 | 		pos		 | 		pos
	5641		 | 		pos		 | 		pos
	5642		 | 		pos		 | 		pos
	5643		 | 		pos		 | 		pos
	5644		 | 		pos		 | 		pos
	5645		 | 		pos		 | 		pos
	5646		 | 		pos		 | 		pos
	5647		 | 		pos		 | 		pos
	5648		 | 		pos		 | 		pos
	5649		 | 		pos		 | 		pos
	5650		 | 		neg		 | 		pos
	5651		 | 		neg		 | 		pos
	5652		 | 		pos		 | 		pos
	5653		 | 		pos		 | 		pos
	5654		 | 		neg		 | 		pos
	5655		 | 		pos		 | 		pos
	5656		 | 		neg		 | 		pos
	5657		 | 		neg		 | 		pos
	5658		 | 		pos		 | 		pos
	5659		 | 		pos		 | 		pos
	5660		 | 		pos		 | 		pos
	5661		 | 		pos		 | 		pos
	5662		 | 		pos		 | 		pos
	5663		 | 		pos		 | 		pos
	5664		 | 		pos		 | 		pos
	5665		 | 		pos		 | 		pos
	5666		 | 		pos		 | 		pos
	5667		 | 		pos		 | 		pos
	5668		 | 		neg		 | 		pos
	5669		 | 		pos		 | 		pos
	5670		 | 		neg		 | 		pos
	5671		 | 		pos		 | 		pos
	5672		 | 		pos		 | 		pos
	5673		 | 		pos		 | 		pos
	5674		 | 		pos		 | 		pos
	5675		 | 		pos		 | 		pos
	5676		 | 		pos		 | 		pos
	5677		 | 		pos		 | 		pos
	5678		 | 		pos		 | 		pos
	5679		 | 		pos		 | 		pos
	5680		 | 		pos		 | 		pos
	5681		 | 		pos		 | 		pos
	5682		 | 		pos		 | 		pos
	5683		 | 		pos		 | 		pos
	5684		 | 		pos		 | 		pos
	5685		 | 		pos		 | 		pos
	5686		 | 		pos		 | 		pos
	5687		 | 		pos		 | 		pos
	5688		 | 		pos		 | 		pos
	5689		 | 		neg		 | 		pos
	5690		 | 		pos		 | 		pos
	5691		 | 		neg		 | 		pos
	5692		 | 		pos		 | 		pos
	5693		 | 		pos		 | 		pos
	5694		 | 		pos		 | 		pos
	5695		 | 		pos		 | 		pos
	5696		 | 		pos		 | 		pos
	5697		 | 		pos		 | 		pos
	5698		 | 		neg		 | 		pos
	5699		 | 		pos		 | 		pos
	5700		 | 		neg		 | 		pos
	5701		 | 		pos		 | 		pos
	5702		 | 		pos		 | 		pos
	5703		 | 		neg		 | 		pos
	5704		 | 		pos		 | 		pos
	5705		 | 		neg		 | 		pos
	5706		 | 		pos		 | 		pos
	5707		 | 		pos		 | 		pos
	5708		 | 		neg		 | 		pos
	5709		 | 		pos		 | 		pos
	5710		 | 		pos		 | 		pos
	5711		 | 		pos		 | 		pos
	5712		 | 		neg		 | 		pos
	5713		 | 		pos		 | 		pos
	5714		 | 		pos		 | 		pos
	5715		 | 		pos		 | 		pos
	5716		 | 		neg		 | 		pos
	5717		 | 		pos		 | 		pos
	5718		 | 		pos		 | 		pos
	5719		 | 		neg		 | 		pos
	5720		 | 		pos		 | 		pos
	5721		 | 		neg		 | 		pos
	5722		 | 		pos		 | 		pos
	5723		 | 		pos		 | 		pos
	5724		 | 		neg		 | 		pos
	5725		 | 		pos		 | 		pos
	5726		 | 		neg		 | 		pos
	5727		 | 		pos		 | 		pos
	5728		 | 		pos		 | 		pos
	5729		 | 		pos		 | 		pos
	5730		 | 		pos		 | 		pos
	5731		 | 		pos		 | 		pos
	5732		 | 		pos		 | 		pos
	5733		 | 		pos		 | 		pos
	5734		 | 		neg		 | 		pos
	5735		 | 		pos		 | 		pos
	5736		 | 		pos		 | 		pos
	5737		 | 		pos		 | 		pos
	5738		 | 		neg		 | 		pos
	5739		 | 		pos		 | 		pos
	5740		 | 		pos		 | 		pos
	5741		 | 		neg		 | 		pos
	5742		 | 		neg		 | 		pos
	5743		 | 		pos		 | 		pos
	5744		 | 		pos		 | 		pos
	5745		 | 		pos		 | 		pos
	5746		 | 		pos		 | 		pos
	5747		 | 		neg		 | 		pos
	5748		 | 		pos		 | 		pos
	5749		 | 		pos		 | 		pos
	5750		 | 		pos		 | 		pos
	5751		 | 		neg		 | 		pos
	5752		 | 		pos		 | 		pos
	5753		 | 		pos		 | 		pos
	5754		 | 		neg		 | 		pos
	5755		 | 		pos		 | 		pos
	5756		 | 		pos		 | 		pos
	5757		 | 		pos		 | 		pos
	5758		 | 		neg		 | 		pos
	5759		 | 		pos		 | 		pos
	5760		 | 		pos		 | 		pos
	5761		 | 		pos		 | 		pos
	5762		 | 		neg		 | 		pos
	5763		 | 		neg		 | 		pos
	5764		 | 		pos		 | 		pos
	5765		 | 		pos		 | 		pos
	5766		 | 		pos		 | 		pos
	5767		 | 		pos		 | 		pos
	5768		 | 		pos		 | 		pos
	5769		 | 		pos		 | 		pos
	5770		 | 		neg		 | 		pos
	5771		 | 		pos		 | 		pos
	5772		 | 		pos		 | 		pos
	5773		 | 		neg		 | 		pos
	5774		 | 		pos		 | 		pos
	5775		 | 		pos		 | 		pos
	5776		 | 		pos		 | 		pos
	5777		 | 		pos		 | 		pos
	5778		 | 		neg		 | 		pos
	5779		 | 		neg		 | 		pos
	5780		 | 		neg		 | 		pos
	5781		 | 		pos		 | 		pos
	5782		 | 		pos		 | 		pos
	5783		 | 		neg		 | 		pos
	5784		 | 		pos		 | 		pos
	5785		 | 		neg		 | 		pos
	5786		 | 		pos		 | 		pos
	5787		 | 		pos		 | 		pos
	5788		 | 		pos		 | 		pos
	5789		 | 		pos		 | 		pos
	5790		 | 		pos		 | 		pos
	5791		 | 		pos		 | 		pos
	5792		 | 		pos		 | 		pos
	5793		 | 		neg		 | 		pos
	5794		 | 		pos		 | 		pos
	5795		 | 		neg		 | 		pos
	5796		 | 		pos		 | 		pos
	5797		 | 		pos		 | 		pos
	5798		 | 		neg		 | 		pos
	5799		 | 		pos		 | 		pos
	5800		 | 		neg		 | 		pos
	5801		 | 		pos		 | 		pos
	5802		 | 		pos		 | 		pos
	5803		 | 		neg		 | 		pos
	5804		 | 		neg		 | 		pos
	5805		 | 		neg		 | 		pos
	5806		 | 		pos		 | 		pos
	5807		 | 		pos		 | 		pos
	5808		 | 		pos		 | 		pos
	5809		 | 		pos		 | 		pos
	5810		 | 		neg		 | 		pos
	5811		 | 		pos		 | 		pos
	5812		 | 		pos		 | 		pos
	5813		 | 		pos		 | 		pos
	5814		 | 		neg		 | 		pos
	5815		 | 		pos		 | 		pos
	5816		 | 		pos		 | 		pos
	5817		 | 		neg		 | 		pos
	5818		 | 		neg		 | 		pos
	5819		 | 		pos		 | 		pos
	5820		 | 		neg		 | 		pos
	5821		 | 		pos		 | 		pos
	5822		 | 		pos		 | 		pos
	5823		 | 		pos		 | 		pos
	5824		 | 		neg		 | 		pos
	5825		 | 		pos		 | 		pos
	5826		 | 		pos		 | 		pos
	5827		 | 		pos		 | 		pos
	5828		 | 		neg		 | 		pos
	5829		 | 		pos		 | 		pos
	5830		 | 		pos		 | 		pos
	5831		 | 		pos		 | 		pos
	5832		 | 		pos		 | 		pos
	5833		 | 		neg		 | 		pos
	5834		 | 		pos		 | 		pos
	5835		 | 		neg		 | 		pos
	5836		 | 		pos		 | 		pos
	5837		 | 		pos		 | 		pos
	5838		 | 		pos		 | 		pos
	5839		 | 		pos		 | 		pos
	5840		 | 		pos		 | 		pos
	5841		 | 		pos		 | 		pos
	5842		 | 		pos		 | 		pos
	5843		 | 		neg		 | 		pos
	5844		 | 		neg		 | 		pos
	5845		 | 		neg		 | 		pos
	5846		 | 		pos		 | 		pos
	5847		 | 		pos		 | 		pos
	5848		 | 		pos		 | 		pos
	5849		 | 		neg		 | 		pos
	5850		 | 		pos		 | 		pos
	5851		 | 		pos		 | 		pos
	5852		 | 		pos		 | 		pos
	5853		 | 		pos		 | 		pos
	5854		 | 		neg		 | 		pos
	5855		 | 		neg		 | 		pos
	5856		 | 		pos		 | 		pos
	5857		 | 		pos		 | 		pos
	5858		 | 		neg		 | 		pos
	5859		 | 		pos		 | 		pos
	5860		 | 		neg		 | 		pos
	5861		 | 		neg		 | 		pos
	5862		 | 		neg		 | 		pos
	5863		 | 		pos		 | 		pos
	5864		 | 		pos		 | 		pos
	5865		 | 		pos		 | 		pos
	5866		 | 		neg		 | 		pos
	5867		 | 		neg		 | 		pos
	5868		 | 		pos		 | 		pos
	5869		 | 		pos		 | 		pos
	5870		 | 		neg		 | 		pos
	5871		 | 		pos		 | 		pos
	5872		 | 		pos		 | 		pos
	5873		 | 		pos		 | 		pos
	5874		 | 		neg		 | 		pos
	5875		 | 		neg		 | 		pos
	5876		 | 		pos		 | 		pos
	5877		 | 		pos		 | 		pos
	5878		 | 		pos		 | 		pos
	5879		 | 		pos		 | 		pos
	5880		 | 		pos		 | 		pos
	5881		 | 		pos		 | 		pos
	5882		 | 		pos		 | 		pos
	5883		 | 		pos		 | 		pos
	5884		 | 		pos		 | 		pos
	5885		 | 		pos		 | 		pos
	5886		 | 		pos		 | 		pos
	5887		 | 		pos		 | 		pos
	5888		 | 		pos		 | 		pos
	5889		 | 		neg		 | 		pos
	5890		 | 		pos		 | 		pos
	5891		 | 		neg		 | 		pos
	5892		 | 		pos		 | 		pos
	5893		 | 		pos		 | 		pos
	5894		 | 		neg		 | 		pos
	5895		 | 		neg		 | 		pos
	5896		 | 		neg		 | 		pos
	5897		 | 		neg		 | 		pos
	5898		 | 		pos		 | 		pos
	5899		 | 		pos		 | 		pos
	5900		 | 		pos		 | 		pos
	5901		 | 		pos		 | 		pos
	5902		 | 		pos		 | 		pos
	5903		 | 		pos		 | 		pos
	5904		 | 		pos		 | 		pos
	5905		 | 		pos		 | 		pos
	5906		 | 		pos		 | 		pos
	5907		 | 		pos		 | 		pos
	5908		 | 		pos		 | 		pos
	5909		 | 		neg		 | 		pos
	5910		 | 		neg		 | 		pos
	5911		 | 		pos		 | 		pos
	5912		 | 		pos		 | 		pos
	5913		 | 		neg		 | 		pos
	5914		 | 		pos		 | 		pos
	5915		 | 		pos		 | 		pos
	5916		 | 		pos		 | 		pos
	5917		 | 		pos		 | 		pos
	5918		 | 		pos		 | 		pos
	5919		 | 		pos		 | 		pos
	5920		 | 		pos		 | 		pos
	5921		 | 		pos		 | 		pos
	5922		 | 		pos		 | 		pos
	5923		 | 		pos		 | 		pos
	5924		 | 		pos		 | 		pos
	5925		 | 		neg		 | 		pos
	5926		 | 		neg		 | 		pos
	5927		 | 		pos		 | 		pos
	5928		 | 		pos		 | 		pos
	5929		 | 		pos		 | 		pos
	5930		 | 		neg		 | 		pos
	5931		 | 		pos		 | 		pos
	5932		 | 		pos		 | 		pos
	5933		 | 		neg		 | 		pos
	5934		 | 		pos		 | 		pos
	5935		 | 		pos		 | 		pos
	5936		 | 		pos		 | 		pos
	5937		 | 		pos		 | 		pos
	5938		 | 		neg		 | 		pos
	5939		 | 		pos		 | 		pos
	5940		 | 		pos		 | 		pos
	5941		 | 		pos		 | 		pos
	5942		 | 		pos		 | 		pos
	5943		 | 		neg		 | 		pos
	5944		 | 		neg		 | 		pos
	5945		 | 		pos		 | 		pos
	5946		 | 		pos		 | 		pos
	5947		 | 		neg		 | 		pos
	5948		 | 		pos		 | 		pos
	5949		 | 		neg		 | 		pos
	5950		 | 		pos		 | 		pos
	5951		 | 		neg		 | 		pos
	5952		 | 		pos		 | 		pos
	5953		 | 		pos		 | 		pos
	5954		 | 		pos		 | 		pos
	5955		 | 		neg		 | 		pos
	5956		 | 		pos		 | 		pos
	5957		 | 		pos		 | 		pos
	5958		 | 		pos		 | 		pos
	5959		 | 		neg		 | 		pos
	5960		 | 		pos		 | 		pos
	5961		 | 		pos		 | 		pos
	5962		 | 		pos		 | 		pos
	5963		 | 		pos		 | 		pos
	5964		 | 		pos		 | 		pos
	5965		 | 		neg		 | 		pos
	5966		 | 		neg		 | 		pos
	5967		 | 		pos		 | 		pos
	5968		 | 		pos		 | 		pos
	5969		 | 		pos		 | 		pos
	5970		 | 		pos		 | 		pos
	5971		 | 		neg		 | 		pos
	5972		 | 		pos		 | 		pos
	5973		 | 		pos		 | 		pos
	5974		 | 		neg		 | 		pos
	5975		 | 		pos		 | 		pos
	5976		 | 		pos		 | 		pos
	5977		 | 		pos		 | 		pos
	5978		 | 		neg		 | 		pos
	5979		 | 		neg		 | 		pos
	5980		 | 		pos		 | 		pos
	5981		 | 		neg		 | 		pos
	5982		 | 		pos		 | 		pos
	5983		 | 		pos		 | 		pos
	5984		 | 		pos		 | 		pos
	5985		 | 		pos		 | 		pos
	5986		 | 		neg		 | 		pos
	5987		 | 		neg		 | 		pos
	5988		 | 		pos		 | 		pos
	5989		 | 		neg		 | 		pos
	5990		 | 		pos		 | 		pos
	5991		 | 		pos		 | 		pos
	5992		 | 		pos		 | 		pos
	5993		 | 		neg		 | 		pos
	5994		 | 		pos		 | 		pos
	5995		 | 		pos		 | 		pos
	5996		 | 		pos		 | 		pos
	5997		 | 		neg		 | 		pos
	5998		 | 		pos		 | 		pos
	5999		 | 		pos		 | 		pos
	6000		 | 		pos		 | 		pos
	6001		 | 		pos		 | 		pos
	6002		 | 		pos		 | 		pos
	6003		 | 		pos		 | 		pos
	6004		 | 		neg		 | 		pos
	6005		 | 		pos		 | 		pos
	6006		 | 		pos		 | 		pos
	6007		 | 		pos		 | 		pos
	6008		 | 		neg		 | 		pos
	6009		 | 		pos		 | 		pos
	6010		 | 		pos		 | 		pos
	6011		 | 		pos		 | 		pos
	6012		 | 		pos		 | 		pos
	6013		 | 		pos		 | 		pos
	6014		 | 		pos		 | 		pos
	6015		 | 		pos		 | 		pos
	6016		 | 		pos		 | 		pos
	6017		 | 		pos		 | 		pos
	6018		 | 		pos		 | 		pos
	6019		 | 		pos		 | 		pos
	6020		 | 		pos		 | 		pos
	6021		 | 		pos		 | 		pos
	6022		 | 		pos		 | 		pos
	6023		 | 		pos		 | 		pos
	6024		 | 		neg		 | 		pos
	6025		 | 		pos		 | 		pos
	6026		 | 		pos		 | 		pos
	6027		 | 		pos		 | 		pos
	6028		 | 		pos		 | 		pos
	6029		 | 		pos		 | 		pos
	6030		 | 		pos		 | 		pos
	6031		 | 		pos		 | 		pos
	6032		 | 		neg		 | 		pos
	6033		 | 		neg		 | 		pos
	6034		 | 		pos		 | 		pos
	6035		 | 		pos		 | 		pos
	6036		 | 		pos		 | 		pos
	6037		 | 		neg		 | 		pos
	6038		 | 		pos		 | 		pos
	6039		 | 		pos		 | 		pos
	6040		 | 		pos		 | 		pos
	6041		 | 		neg		 | 		pos
	6042		 | 		pos		 | 		pos
	6043		 | 		neg		 | 		pos
	6044		 | 		neg		 | 		pos
	6045		 | 		pos		 | 		pos
	6046		 | 		pos		 | 		pos
	6047		 | 		pos		 | 		pos
	6048		 | 		pos		 | 		pos
	6049		 | 		neg		 | 		pos
	6050		 | 		pos		 | 		pos
	6051		 | 		pos		 | 		pos
	6052		 | 		neg		 | 		pos
	6053		 | 		pos		 | 		pos
	6054		 | 		pos		 | 		pos
	6055		 | 		pos		 | 		pos
	6056		 | 		pos		 | 		pos
	6057		 | 		neg		 | 		pos
	6058		 | 		pos		 | 		pos
	6059		 | 		neg		 | 		pos
	6060		 | 		pos		 | 		pos
	6061		 | 		pos		 | 		pos
	6062		 | 		pos		 | 		pos
	6063		 | 		neg		 | 		pos
	6064		 | 		pos		 | 		pos
	6065		 | 		pos		 | 		pos
	6066		 | 		neg		 | 		pos
	6067		 | 		neg		 | 		pos
	6068		 | 		pos		 | 		pos
	6069		 | 		neg		 | 		pos
	6070		 | 		pos		 | 		pos
	6071		 | 		pos		 | 		pos
	6072		 | 		neg		 | 		pos
	6073		 | 		pos		 | 		pos
	6074		 | 		pos		 | 		pos
	6075		 | 		neg		 | 		pos
	6076		 | 		pos		 | 		pos
	6077		 | 		neg		 | 		pos
	6078		 | 		pos		 | 		pos
	6079		 | 		neg		 | 		pos
	6080		 | 		pos		 | 		pos
